ContentKey,en-US,fr-FR,ru-RU,be-BY,uk-UA,kk-KZ
chronology,Chronology,~fr-FR~Chronology,Историко-хронологический,~be-BY~Chronology,Історико-хронологічний,~kk-KZ~Chronology
factology,Factology,~fr-FR~Factology,Фактологический,~be-BY~Factology,Фактологічний,~kk-KZ~Factology
economy,Economy,~fr-FR~Economy,Экономический,~be-BY~Economy,Економічний,~kk-KZ~Economy
genocide,Genocide,~fr-FR~Genocide,Генный,~be-BY~Genocide,Генний,~kk-KZ~Genocide
war,War,~fr-FR~War,Военный,~be-BY~War,Воєнний,~kk-KZ~War
uncategorized,Uncategorized,~fr-FR~Uncategorized,Неформат,~be-BY~Uncategorized,Неформат,~kk-KZ~Uncategorized
inst_blg_art_cnfrm,Insert blog article confirmation,~fr-FR~Insert blog article confirmation,Подтверждение вставки без темы,~be-BY~Insert blog article confirmation,Підтвердження вставки без теми,~kk-KZ~Insert blog article confirmation
cnfrm_insrt_blg_art_qst,Are you sure%comma% that you want to insert without topic?,~fr-FR~Are you sure%comma% that you want to insert without topic?,А Вы уверены%comma% что хотите вставить статью без темы?,~be-BY~Are you sure%comma% that you want to insert without topic?,Ви впевнені%comma% що хочете вставити статтю без теми?,~kk-KZ~Are you sure%comma% that you want to insert without topic?
blg_prview,Blog preview,~fr-FR~Blog preview,Предварительный просмотр,~be-BY~Blog preview,Попередній перегляд,~kk-KZ~Blog preview
select_topics,Select topics,~fr-FR~Select topics,Выберите темы,~be-BY~Select topics,Виберіть тему,~kk-KZ~Select topics
blg_descr,Here I publish my thinking about things%comma% which I evaluate as important,~fr-FR~Here I publish my thinking about things%comma% which I evaluate as important,Здесь я размещаю свои размышления%comma% которые считаю важными и полезными для общества,~be-BY~Here I publish my thinking about things%comma% which I evaluate as important,Тут я описую своє бачення щодо важливих%comma% на мій погляд%comma% речей,~kk-KZ~Here I publish my thinking about things%comma% which I evaluate as important
entr_hdr,Enter header,~fr-FR~Enter header,Введите заголовок,~be-BY~Enter header,Введіть заголовок,~kk-KZ~Enter header
entr_dscr,Enter description,~fr-FR~Enter description,Введите описание,~be-BY~Enter description,Введіть опис,~kk-KZ~Enter description
entr_prior,Enter priority,~fr-FR~Enter priority,Введите приоритет,~be-BY~Enter priority,Введіть пріоритет,~kk-KZ~Enter priority
preview,Preview,~fr-FR~Preview,Просмотр,~be-BY~Preview,Переглянути,~kk-KZ~Preview
clean_name,Clean,~fr-FR~Clean,Очистить,~be-BY~Clean,Очистити,~kk-KZ~Clean
all_blg_art,All blog articles,~fr-FR~All blog articles,Все статьи,~be-BY~All blog articles,Всі статті,~kk-KZ~All blog articles
lst_of_art,List of articles,~fr-FR~List of articles,Список статей,~be-BY~List of articles,Список статей,~kk-KZ~List of articles
post_description,Post description,~fr-FR~Post description,Описание статьи,~be-BY~Post description,Опис статті,~kk-KZ~Post description
post_topics,Post topics,~fr-FR~Post topics,Темы статьи,~be-BY~Post topics,Теми статті,~kk-KZ~Post topics
scs_artcl_sav,Success article save,~fr-FR~Success article save,Успешное сохранение статьи,~be-BY~Success article save,Статтю успішно збережено,~kk-KZ~Success article save
scs_artcl_upd,Success article update,~fr-FR~Success article update,Успешное обновление статьи,~be-BY~Success article update,Статтю успішно оновлено,~kk-KZ~Success article update
steganography,Steganography,~fr-FR~Steganography,Тайнопись,~be-BY~Steganography,Стеганографія,~kk-KZ~Steganography
stegImg,Image,~fr-FR~Image,Картинки,~be-BY~Image,Зображення,~kk-KZ~Image
stegAudio,Audio,~fr-FR~Audio,Аудио,~be-BY~Audio,Аудіо,~kk-KZ~Audio
stegVideo,Video,~fr-FR~Video,Видео,~be-BY~Video,Відео,~kk-KZ~Video
inject_msg,Inject message,~fr-FR~Inject message,Вставить сообщение,~be-BY~Inject message,Вставити повідомлення,~kk-KZ~Inject message
inject,Inject,~fr-FR~Inject,Вставить,~be-BY~Inject,Вставити,~kk-KZ~Inject
eject,Eject,~fr-FR~Eject,Извлечь,~be-BY~Eject,Вилучити,~kk-KZ~Eject
convension,These videos has been bought from the other people (see link below). Therefore%comma% if you find this video as usefull%comma% please don“t forget to pay author or make any other good deeds (for social%comma% nature or other usefull for everyone job). I know%comma% that not all people has enough financial resources%comma% especially at this time. However%comma% I believe%comma% that you could pay a bit later (after implementation). Anyway%comma% even if you reduce consuption%comma% that would be great :),~fr-FR~These videos has been bought from the other people (see link below). Therefore%comma% if you find this video as usefull%comma% please don“t forget to pay author or make any other good deeds (for social%comma% nature or other usefull for everyone job). I know%comma% that not all people has enough financial resources%comma% especially at this time. However%comma% I believe%comma% that you could pay a bit later (after implementation). Anyway%comma% even if you reduce consuption%comma% that would be great :),Данные видео были куплены (смотри ссылку ниже)%comma% поэтому если Вы посчитаете данную информацию полезной и нужной%comma% не забудьте%comma% пожалуйста%comma% отблагодарить автора или сделать другое полезное дело%comma% а ещё лучше полезныЕ дела :) Но в виду того%comma% что не у всех есть деньги или другие ресурсы%comma% особенно на данный момент%comma% то%comma% я полагаю%comma% что можете отблагодарить попозже. В какой-то мере%comma% если Вы снизите уровень потребления и будете более оптимально расходовать ресурсы%comma% это уже будет очень здорово :),~be-BY~These videos has been bought from the other people (see link below). Therefore%comma% if you find this video as usefull%comma% please don“t forget to pay author or make any other good deeds (for social%comma% nature or other usefull for everyone job). I know%comma% that not all people has enough financial resources%comma% especially at this time. However%comma% I believe%comma% that you could pay a bit later (after implementation). Anyway%comma% even if you reduce consuption%comma% that would be great :),Ці відео були куплені (дивись посилання нижче)%comma% тому якщо Ви вважаєте дану інформацію корисною і важливою%comma% не забудьте%comma% будь-ласка%comma% віддячити автора чи зробити іншу корисну справу%comma% а ще краще справи :) Але через те%comma% що не у всіх є зараз ресурси (особливо в даний період)%comma% то%comma% я вважаю%comma% що це можна зробити пізніше. якщо Ви знизите рівень споживання і будете більш раціонально використовувати ресурси - це вже буде дуже добре :),~kk-KZ~These videos has been bought from the other people (see link below). Therefore%comma% if you find this video as usefull%comma% please don“t forget to pay author or make any other good deeds (for social%comma% nature or other usefull for everyone job). I know%comma% that not all people has enough financial resources%comma% especially at this time. However%comma% I believe%comma% that you could pay a bit later (after implementation). Anyway%comma% even if you reduce consuption%comma% that would be great :)
original_link,Original link,~fr-FR~Original link,Прямая ссылка,~be-BY~Original link,Пряме посилання,~kk-KZ~Original link
save_pict,Save,~fr-FR~Save,Сохранить,~be-BY~Save,Зберегти,~kk-KZ~Save
input_img,Input image,~fr-FR~Input image,Входная картинка,~be-BY~Input image,Вхідне зображення,~kk-KZ~Input image
result_img,Result image,~fr-FR~Result image,Результирующая картинка,~be-BY~Result image,Результуюче зображення,~kk-KZ~Result image
add_container,Add container,~fr-FR~Add container,Добавить контейнер,~be-BY~Add container,Додати контейнер,~kk-KZ~Add container
max_msg_lngth,Max message length,~fr-FR~Max message length,Максимальная длина сообщения,~be-BY~Max message length,Максимальна довжина повідомлення,~kk-KZ~Max message length
steg_set,Settings,~fr-FR~Settings,Настройки,~be-BY~Settings,Налаштування,~kk-KZ~Settings
steg_clrs,Colors,~fr-FR~Colors,Цвета,~be-BY~Colors,Кольори,~kk-KZ~Colors
order,Order,~fr-FR~Order,Порядок,~be-BY~Order,Порядок,~kk-KZ~Order
save_key,Save key,~fr-FR~Save key,Сохранить ключ,~be-BY~Save key,Зберегти ключ,~kk-KZ~Save key
red,red,~fr-FR~red,Красный,~be-BY~red,Червоний,~kk-KZ~red
green,green,~fr-FR~green,Зелёный,~be-BY~green,Зелений,~kk-KZ~green
blue,blue,~fr-FR~blue,Голубой,~be-BY~blue,Голубий,~kk-KZ~blue
alpha,transparency,~fr-FR~transparency,Прозрачность,~be-BY~transparency,Прозорість,~kk-KZ~transparency
original_site,Original site,~fr-FR~Original site,Исходный сайт,~be-BY~Original site,Оригінальний сайт,~kk-KZ~Original site
base_course,Base course,~fr-FR~Base course,Базовый курс,~be-BY~Base course,Базовий курс,~kk-KZ~Base course
add_course,Additional course,~fr-FR~Additional course,Дополнительный курс,~be-BY~Additional course,Додатковий курс,~kk-KZ~Additional course
ecobuild,Ecobuild,~fr-FR~Ecobuild,Экостроительство,~be-BY~Ecobuild,Еко будівництво,~kk-KZ~Ecobuild
shirokov,Shirokov,~fr-FR~Shirokov,Широков,~be-BY~Shirokov,Широков,~kk-KZ~Shirokov
kovalenko,Kovalenko,~fr-FR~Kovalenko,Коваленко,~be-BY~Kovalenko,Коваленко,~kk-KZ~Kovalenko
apply,Apply,~fr-FR~Apply,Применить,~be-BY~Apply,Застосувати,~kk-KZ~Apply
simple,Simple,~fr-FR~Simple,Простой,~be-BY~Simple,Простий,~kk-KZ~Simple
func,Function,~fr-FR~Function,Функция,~be-BY~Function,Функція,~kk-KZ~Function
enter_start_ind,Enter start index,~fr-FR~Enter start index,Введите начальный индекс,~be-BY~Enter start index,Введіть початковий індекс,~kk-KZ~Enter start index
enter_step,Enter step,~fr-FR~Enter step,Введите шаг,~be-BY~Enter step,Введіть крок,~kk-KZ~Enter step
new_length,New length,~fr-FR~New length,Новая длина,~be-BY~New length,Нова довжина,~kk-KZ~New length
msg_ingctd,Message injected,~fr-FR~Message injected,Сообщение вставлено,~be-BY~Message injected,Повідомлення вставлено,~kk-KZ~Message injected
youtube_download,Youtube downloader,~fr-FR~Youtube downloader,Скачивание с ютуб,~be-BY~Youtube downloader,Зберігання з ютуб,~kk-KZ~Youtube downloader
to_blog,Go to blog,~fr-FR~Go to blog,Перейти к дневнику,~be-BY~Go to blog,Перейти до щоденнику,~kk-KZ~Go to blog
mode,Mode,~fr-FR~Mode,Режим,~be-BY~Mode,Режим,~kk-KZ~Mode
debian_fai,Debian FAI,~fr-FR~Debian FAI,Полностью автоматизированный установщик debian,~be-BY~Debian FAI,Повністю автоматизований образ debian,~kk-KZ~Debian FAI
entr_ytb_url,Enter youtube URL,~fr-FR~Enter youtube URL,Введите ссылку ютуб,~be-BY~Enter youtube URL,Введыть посилання на ютуб,~kk-KZ~Enter youtube URL
get_info,Get video info,~fr-FR~Get video info,Получить информацию о видео,~be-BY~Get video info,Отримати інформацію про відео,~kk-KZ~Get video info
dwnlad,Download,~fr-FR~Download,Загрузить,~be-BY~Download,Завантажити,~kk-KZ~Download
get_dflt_prsd,Get default preseed file,~fr-FR~Get default preseed file,Получить файл с настройками (preseed.cfg),~be-BY~Get default preseed file,Отримати cnfylfhnybq файл з налаштуванням (pressed.cfg),~kk-KZ~Get default preseed file
get_prsd,Get preseed,~fr-FR~Get preseed,Получить стандартный файл с настройками (preseed.cfg),~be-BY~Get preseed,Отримати файл з налаштуванням (pressed.cfg),~kk-KZ~Get preseed
get_img,Get image,~fr-FR~Get image,Получить образ,~be-BY~Get image,Отримати образ,~kk-KZ~Get image
devic_type,Device type,~fr-FR~Device type,Тип устройства,~be-BY~Device type,Тип пристрою,~kk-KZ~Device type
root_pswd,Root password,~fr-FR~Root password,Пароль суперпользователя (root),~be-BY~Root password,Пароль суперкористувача (root),~kk-KZ~Root password
usrNm,User name,~fr-FR~User name,Имя пользователя,~be-BY~User name,Им“я користувача,~kk-KZ~User name
usrFlNm,User full name,~fr-FR~User full name,Полное имя пользователя,~be-BY~User full name,Повне ім“я користувача,~kk-KZ~User full name
usrPswd,User password,~fr-FR~User password,Пароль пользователя,~be-BY~User password,Пароль користувача,~kk-KZ~User password
mirror,Mirror,~fr-FR~Mirror,Ссылка на зеркало,~be-BY~Mirror,Посилання на зеркало,~kk-KZ~Mirror
addSoft,Additional soft,~fr-FR~Additional soft,Дополнительное программное обеспечение,~be-BY~Additional soft,Додаткове програмне забезпечення,~kk-KZ~Additional soft
deb_stngs,Debian settings,~fr-FR~Debian settings,Настройки Debian,~be-BY~Debian settings,Налаштування Debian,~kk-KZ~Debian settings
hdd_split,HDD (SSD) split,~fr-FR~HDD (SSD) split,Разбивка диска,~be-BY~HDD (SSD) split,Розбивка диску,~kk-KZ~HDD (SSD) split
preseed,Preseed file (result),~fr-FR~Preseed file (result),Результирующий предустановочный файл,~be-BY~Preseed file (result),Результат файла для попереднього встановлення,~kk-KZ~Preseed file (result)
force_dwnld,Force download,~fr-FR~Force download,Обязательное скачивание образа debian с сервера,~be-BY~Force download,Обов“язкове скачування образу debian з серверу,~kk-KZ~Force download
spec_too_huge_msg,Too hudge message for this container. Please decrease message or select another container (picture),~fr-FR~Too hudge message for this container. Please decrease message or select another container (picture),Слишком большое сообщение для этого файла. Уменьшите сообщение или выберите другой файл,~be-BY~Too hudge message for this container. Please decrease message or select another container (picture),Занадто велике повідомлення для цього файлу. Зменшіть повідомлення чи виберіть інший файл,~kk-KZ~Too hudge message for this container. Please decrease message or select another container (picture)
spec_ej_incr_lngth,Incorrect eject. Incorrect length,~fr-FR~Incorrect eject. Incorrect length,Ошибка при извлечении. Неправильная длина сообщения,~be-BY~Incorrect eject. Incorrect length,Помилка при зчитуванні повідомлення. Неправильна довжина повідомлення,~kk-KZ~Incorrect eject. Incorrect length
success_inject,Successfully injected,~fr-FR~Successfully injected,Успешная вставка сообщения,~be-BY~Successfully injected,Вставка повідомлення успішна,~kk-KZ~Successfully injected
steg_serv_inj,Inject on server,~fr-FR~Inject on server,Вставка на сервере,~be-BY~Inject on server,Вставка на сервері,~kk-KZ~Inject on server
acpt,Accept,~fr-FR~Accept,Принять,~be-BY~Accept,Прийняти,~kk-KZ~Accept
rstre_to_dflt,Restore to default,~fr-FR~Restore to default,Восстановить к параметрам по умолчанию,~be-BY~Restore to default,Відновити до стандартних,~kk-KZ~Restore to default
no_partition_slctd,No partition selected,~fr-FR~No partition selected,Не выбран раздел,~be-BY~No partition selected,Не вибрано розділ,~kk-KZ~No partition selected
no_fs_slctd,No filesystem selected,~fr-FR~No filesystem selected,Не выбрана файловая система,~be-BY~No filesystem selected,Не вибрано файлову систему,~kk-KZ~No filesystem selected
math,Math,~fr-FR~Math,Математика,~be-BY~Math,Математика,~kk-KZ~Math
plot,Plot,~fr-FR~Plot,Графики,~be-BY~Plot,Графіки,~kk-KZ~Plot
crt_img,Create virtual machine disk,~fr-FR~Create virtual machine disk,Создать виртуальный диск,~be-BY~Create virtual machine disk,Створити диск віртуальної машини,~kk-KZ~Create virtual machine disk
emu_cd,Emulate virtual machine with cd-rom,~fr-FR~Emulate virtual machine with cd-rom,Запустить виртуальную машину с CD-диском,~be-BY~Emulate virtual machine with cd-rom,Запуск емуляції віртуальної машини з CD диском,~kk-KZ~Emulate virtual machine with cd-rom
emu_hdd,Run virtual machine via HDD,~fr-FR~Run virtual machine via HDD,Запуск виртуальной машины без CD диска,~be-BY~Run virtual machine via HDD,Запуск емуляції віртуальної машини з жорсткого диску,~kk-KZ~Run virtual machine via HDD
qemu_expl,Example of commands for create virtual HDD image%comma% launch system and use cd-rom%comma% and run system without cd-rom (for check),~fr-FR~Example of commands for create virtual HDD image%comma% launch system and use cd-rom%comma% and run system without cd-rom (for check),Примеры команд для создания виртуального диска%comma% запуска виртуальной машины с CD диском и без,~be-BY~Example of commands for create virtual HDD image%comma% launch system and use cd-rom%comma% and run system without cd-rom (for check),Приклади команд для створення віртуального диску%comma% запуску віртуальної машини з CD диску і без,~kk-KZ~Example of commands for create virtual HDD image%comma% launch system and use cd-rom%comma% and run system without cd-rom (for check)
expln,How to use after download image,~fr-FR~How to use after download image,Как использовать после загрузки,~be-BY~How to use after download image,Як використовувати після завантаження образу,~kk-KZ~How to use after download image
x_range,Range X,~fr-FR~Range X,Диапазон оси Х,~be-BY~Range X,Діапазон осі Х,~kk-KZ~Range X
y_range,Range Y,~fr-FR~Range Y,Диапазон оси Y,~be-BY~Range Y,Діапазон осі Y,~kk-KZ~Range Y
grid,Grid,~fr-FR~Grid,Сетка,~be-BY~Grid,Сітка,~kk-KZ~Grid
plt_crt,Create plot,~fr-FR~Create plot,Создать график,~be-BY~Create plot,Створити графік,~kk-KZ~Create plot
deb_conf_img,Configure options for new image,~fr-FR~Configure options for new image,Настроить параметры для нового образа ,~be-BY~Configure options for new image,Налаштуйте параметри для нового образу,~kk-KZ~Configure options for new image
deb_inst,Debian installation,~fr-FR~Debian installation,Установка Debian,~be-BY~Debian installation,Встановлення Debian,~kk-KZ~Debian installation
deb_aftr_inst,Run (emulate) debian after install,~fr-FR~Run (emulate) debian after install,Запустить (эмулировать) debian после установки,~be-BY~Run (emulate) debian after install,Запустити (емулювати) debian після встановлення,~kk-KZ~Run (emulate) debian after install
how_use,How to use,~fr-FR~How to use,Как пользоваться,~be-BY~How to use,Як використовувати,~kk-KZ~How to use
steg_serv_ej,Eject on server,~fr-FR~Eject on server,Извлечь через сервер,~be-BY~Eject on server,Отримати через сервер,~kk-KZ~Eject on server
intro_joined_res,Listening and transcribing texts using joined mode and work with results after guessing,~fr-FR~Video tutorial about listening and transcribing texts using joined mode,Видео о работе с текстом в объединённом режиме и работа с результатами после завершения,~be-BY~Video tutorial about listening and transcribing texts using joined mode,Відео про роботу з текстом в об'єднаному режимі і робота з результатами,~kk-KZ~Video tutorial about listening and transcribing texts using joined mode
steg_no_engh_points,"Not enough points on picture. Bad function, please use another one or modify current.","~fr-FR~Not enough points on picture. Bad function, please use another one or modify current.",Недостаточно точек%comma% чтобы внедрить сообщение. Поищите функцию получше или измените соответствующее эту.,"~be-BY~Not enough points on picture. Bad function, please use another one or modify current.",Недостатньо точок на картинці для вставки повідомлення. Виберіть іншу функцію чи модифікуйте цю.,"~kk-KZ~Not enough points on picture. Bad function, please use another one or modify current."
is_horiz,Is Horizontal,~fr-FR~Is Horizontal,Горизонтально,~be-BY~Is Horizontal,Горизонтально,~kk-KZ~Is Horizontal
is_inv,Is Inverted,~fr-FR~Is Inverted,Обратный ход,~be-BY~Is Inverted,Зворотій хід,~kk-KZ~Is Inverted
entr_forml ,Enter formula,~fr-FR~Enter formula,Введите формулу,~be-BY~Enter formula,Введіть формулу,~kk-KZ~Enter formula
iz_kvart,From flat to house,~fr-FR~From flat to house,Из квартиры в дом,~be-BY~From flat to house,З квартири в дім,~kk-KZ~From flat to house
speed,Speed,~fr-FR~Speed,Скорость,~be-BY~Speed,Швидкість,~kk-KZ~Speed
kedr,Kravchenko,~fr-FR~Kravchenko,Кравченко,~be-BY~Kravchenko,Кравченко,~kk-KZ~Kravchenko
time,Time,~fr-FR~Time,Время,~be-BY~Time,Час,~kk-KZ~Time
straw,Straw-bale houses,~fr-FR~Straw-bale houses,Соломенные дома,~be-BY~Straw-bale houses,Солом“яні будинки,~kk-KZ~Straw-bale houses
eco_tech,Ecotechnology of biopositive and energy efficient constructions,~fr-FR~Ecotechnology of biopositive and energy efficient constructions,Экотехнология биопозитивных и энергоэффективных конструкций,~be-BY~Ecotechnology of biopositive and energy efficient constructions,Екотехнологія біопозитивних і енергоефективних кострукцій,~kk-KZ~Ecotechnology of biopositive and energy efficient constructions
books,Books,~fr-FR~Books,Книги,~be-BY~Books,Книги,~kk-KZ~Books
dom_iz_samana,Adobe house — Evans%comma% Smith%comma% Smiley,~fr-FR~Adobe house — Evans%comma% Smith%comma% Smiley,Дом из самана — Эванс Я.%comma% Смит М.Д.%comma% Смайли Л.,~be-BY~Adobe house — Evans%comma% Smith%comma% Smiley,Будинок із саману — Еванс Я.%comma% Сміт М.Д.%comma% Смайли Л.,~kk-KZ~Adobe house — Evans%comma% Smith%comma% Smiley
kladka_pech,Masonry stoves with their hands — Shepelev,~fr-FR~Masonry stoves with their hands — Shepelev,Кладка печей своими руками — Шепелев,~be-BY~Masonry stoves with their hands — Shepelev,Кладка печей своїми руками — Шепелев,~kk-KZ~Masonry stoves with their hands — Shepelev
shtuk_dekor,Plaster decorative art works — Shepelev,~fr-FR~Plaster decorative art works — Shepelev,Штукатурные декоративно художественные работы — Шепелев,~be-BY~Plaster decorative art works — Shepelev,Штукатурно-декоративні художні роботи — Шепелев,~kk-KZ~Plaster decorative art works — Shepelev
sovrem_krovlya,Modern roof — Savelie,~fr-FR~Modern roof — Saveliev,Современная кровля — Савельев,~be-BY~Modern roof — Saveliev,Сучасна кровля — Савельєв,~kk-KZ~Modern roof — Saveliev
entsikl_rab_po_der,Encyclopedia of woodwork — David Day,~fr-FR~Encyclopedia of woodwork — David Day,Энциклопедия работ по дереву — Дэвид Дей,~be-BY~Encyclopedia of woodwork — David Day,Енциклопедія робіт по дереву — Девід Дей,~kk-KZ~Encyclopedia of woodwork — David Day
haslak_obrb_derev,Basic tools for woodworking — Haslak,~fr-FR~Basic tools for woodworking — Haslak,Основные инструменты для обработки дерева — Хаслак П.,~be-BY~Basic tools for woodworking — Haslak,Основні інструменти для обробки дерева — Хаслак П.,~kk-KZ~Basic tools for woodworking — Haslak
only_one_file,Don`t use more than one file ,~fr-FR~Don`t use more than one file,Не используйте больше одного файла,~be-BY~Don`t use more than one file ,Не використовуйте більше одного файлу,~kk-KZ~Don`t use more than one file
text_referenced,Text is already in use (process of learning). Will create new instance of it!,~fr-FR~Text is already in use (process of learning). Will create new instance of it!,Текст уже в работе. Для обеспечения целостности был создан новый файл,~be-BY~Text is already in use (process of learning). Will create new instance of it!,Текст вже використовується. Для забезпечення цілісності створено новий текст.,~kk-KZ~Text is already in use (process of learning). Will create new instance of it!
present,Presentation,~fr-FR~Presentation,Презентация,~be-BY~Presentation,Презентація,~kk-KZ~Presentation
exp_course,Experience,~fr-FR~Experience,Опыт,~be-BY~Experience,Досвід,~kk-KZ~Experience
ocr,Optical character recognition,~fr-FR~Optical character recognition,Оптическое распознавание символов,~be-BY~Optical character recognition,Оптичне розпізнавання символів,~kk-KZ~Optical character recognition
eject_serv,Eject on server,~fr-FR~Eject on server,Извлечь через сервер,~be-BY~Eject on server,Вилучити через сервер,~kk-KZ~Eject on server
omsk,Project in Omsk,~fr-FR~Project in Omsk,Проект под Омском,~be-BY~Project in Omsk,Проект під Омськом,~kk-KZ~Project in Omsk
tatarstan,Project in Tatarstan,~fr-FR~Project in Tatarstan,Проект в Татарстане,~be-BY~Project in Tatarstan,Проект в Татарстані,~kk-KZ~Project in Tatarstan
dom_za_5,Build house in 5 days,~fr-FR~Build house in 5 days,Дом за 5 дней,~be-BY~Build house in 5 days,Дім за 5 днів,~kk-KZ~Build house in 5 days
vystup_kak_stroit,How to build ecohouse 2014,~fr-FR~How to build ecohouse 2014,Выступление на «Как построить экодом 2014»,~be-BY~How to build ecohouse 2014,Виступ на «Як побудувати екодім 2014»,~kk-KZ~How to build ecohouse 2014
yura_ko_pract,Yurii Kovalenko. Practice of building,~fr-FR~Yurii Kovalenko. Practice of building,Юра Коваленко. Практика строительства,~be-BY~Yurii Kovalenko. Practice of building,Юрій Коваленко. Практика будівництва.,~kk-KZ~Yurii Kovalenko. Practice of building
yura_ko_web,Yurii Kovalenko. Webinar,~fr-FR~Yurii Kovalenko. Webinar,Юра Коваленко: Вебинар.,~be-BY~Yurii Kovalenko. Webinar,Юрій Коваленко. Вебінар.,~kk-KZ~Yurii Kovalenko. Webinar
save,Save,~fr-FR~Save,Сохранить,~be-BY~Save,Зберегти,~kk-KZ~Save
add_user,Add user,~fr-FR~Add user,Добавить пользователя,~be-BY~Add user,Додати користувача,~kk-KZ~Add user
saved_succ,Saved,~fr-FR~Saved,Сохранено успешно,~be-BY~Saved,Збережено,~kk-KZ~Saved
login_disabled_usr,Impossible to login using this user,~fr-FR~Impossible to login using this user,Невозможно войти данным пользователем,~be-BY~Impossible to login using this user,Неможливо зайти даним користувачем,~kk-KZ~Impossible to login using this user
nature_gard,Nature garden,~fr-FR~Nature garden,Природосообразное земледелие,~be-BY~Nature garden,Природодогоджаюче землеробство,~kk-KZ~Nature garden
peretyat,Peretyatko,~fr-FR~Peretyatko,Перетятько,~be-BY~Peretyatko,Перетятько,~kk-KZ~Peretyatko
orlov,Orlov,~fr-FR~Orlov,Орлов,~be-BY~Orlov,Орлов,~kk-KZ~Orlov
health,Health,~fr-FR~Health,Здоровье,~be-BY~Health,Здоров“я,~kk-KZ~Health
sovetov,Sovetov,~fr-FR~Sovetov,Советов,~be-BY~Sovetov,Совєтов,~kk-KZ~Sovetov
energo_heal,Energo healer,~fr-FR~Energo healer,Целительство,~be-BY~Energo healer,Цілительство,~kk-KZ~Energo healer
milaart,Mila Artukh,~fr-FR~Mila Artukh,Мила Артюх,~be-BY~Mila Artukh,Міла Артюх,~kk-KZ~Mila Artukh
rec_scr,Record screen,~fr-FR~Record screen,Запись экрана,~be-BY~Record screen,Запис екрану,~kk-KZ~Record screen
rec_vid,Record video,~fr-FR~Record video,Запись видео,~be-BY~Record video,Запис відео,~kk-KZ~Record video
rec_aud,Record audio,~fr-FR~Record audio,Запись звука,~be-BY~Record audio,Запис взуку,~kk-KZ~Record audio
turn_on_off_cam,Turn on and off camera,~fr-FR~Turn on and off camera,Включить и выключить камеру,~be-BY~Turn on and off camera,Ввімкнути і вимкнути камеру,~kk-KZ~Turn on and off camera
create,Create,~fr-FR~Create,Создать,~be-BY~Create,Створити,~kk-KZ~Create
update,Update,~fr-FR~Update,Обновить,~be-BY~Update,Оновити,~kk-KZ~Update
clear,Clear,~fr-FR~Clear,Очистить,~be-BY~Clear,Очистити,~kk-KZ~Clear
updated_succ,Updated successfully,~fr-FR~Updated successfully,Успешно обновлено,~be-BY~Updated successfully,Успішно оновлено,~kk-KZ~Updated successfully
not_empt,Shouldn’t be empty!,~fr-FR~Shouldn’t be empty!,Не должно быть пустым!,~be-BY~Shouldn’t be empty!,Не повинно бути пустим!,~kk-KZ~Shouldn’t be empty!
hght,Height,~fr-FR~Height,Высота,~be-BY~Height,Висота,~kk-KZ~Height
wdth,Width,~fr-FR~Width,Ширина,~be-BY~Width,Ширина,~kk-KZ~Width
quest,Question,~fr-FR~Question,Вопрос,~be-BY~Question,Питання,~kk-KZ~Question
answ,Answer,~fr-FR~Answer,Ответ,~be-BY~Answer,Відповідь,~kk-KZ~Answer
dirct,Direction,~fr-FR~Direction,Направление,~be-BY~Direction,Напрям,~kk-KZ~Direction
posit,Position,~fr-FR~Position,Позиция,~be-BY~Position,Позиція,~kk-KZ~Position
horiz,Horizontal,~fr-FR~Horizontal,Горизонталь,~be-BY~Horizontal,Горизонталь,~kk-KZ~Horizontal
vert,Vertical,~fr-FR~Vertical,Вертикаль,~be-BY~Vertical,Вертикаль,~kk-KZ~Vertical
save_qst,Save question,~fr-FR~Save question,Сохранить вопрос,~be-BY~Save question,Зберегти питання,~kk-KZ~Save question
del_qst,Delete question,~fr-FR~Delete question,Удалить вопрос,~be-BY~Delete question,Видалити питання,~kk-KZ~Delete question
fltr_qst,Filter by question,~fr-FR~Filter by question,Фильтрация по вопросам,~be-BY~Filter by question,Фільтарція за питаннями,~kk-KZ~Filter by question
fltr_answ,Filter by answer,~fr-FR~Filter by answer,Фильтрация по ответам,~be-BY~Filter by answer,Фільтрація за відповідями,~kk-KZ~Filter by answer
